262728,1,8,9,2,Coarse2,full,0
262729,1,9,9,72,Coarse2,c,0
262786,1,2,10,1072,Coarse2,c,1
262787,1,3,10,2042,Coarse2,a,2
262788,1,4,10,2012,Coarse2,b,2
262789,1,5,10,1052,Coarse2,d,1
262790,1,6,10,2012,Coarse2,b,2
262791,1,7,10,1042,Coarse2,a,1
262792,1,8,10,1072,Coarse2,c,1
264257,1,1,-1,2060,Fine,dm,2
264258,1,2,-1,0,Fine,full,0
264259,1,3,-1,0,Fine,full,0
264260,1,4,-1,0,Fine,full,0
264261,1,5,-1,2,Coarse2,full,0
264262,1,6,-1,2,Coarse2,full,0
264263,1,7,-1,2,Coarse2,full,0
264264,1,8,-1,1012,Coarse2,b,1
264290,1,-2,-1,60,Fine,dm,0
264291,1,-3,-1,0,Fine,full,0
264292,1,-4,-1,0,Fine,full,0
264293,1,-5,-1,0,Fine,full,0
264294,1,-6,-1,2,Coarse2,full,0
264295,1,-7,-1,2,Coarse2,full,0
264296,1,-8,-1,2,Coarse2,full,0
264297,1,-9,-1,2,Coarse2,full,0
264320,1,0,-2,2030,Fine,gm,2
264321,1,1,-2,0,Fine,full,0
264322,1,2,-2,0,Fine,full,0
264323,1,3,-2,0,Fine,full,0
264324,1,4,-2,1,Coarse1,full,0
264325,1,5,-2,2,Coarse2,full,0
264326,1,6,-2,2,Coarse2,full,0
264327,1,7,-2,2,Coarse2,full,0
264328,1,8,-2,5072,Coarse2,c,5
264353,1,-1,-2,1060,Fine,dm,1
264354,1,-2,-2,1030,Fine,gm,1
264355,1,-3,-2,0,Fine,full,0
264356,1,-4,-2,0,Fine,full,0
264357,1,-5,-2,0,Fine,full,0
264358,1,-6,-2,1,Coarse1,full,0
264359,1,-7,-2,2,Coarse2,full,0
264360,1,-8,-2,2,Coarse2,full,0
264361,1,-9,-2,2,Coarse2,full,0
264362,1,-10,-2,3072,Coarse2,c,3
264384,1,0,-3,0,Fine,full,0
264385,1,1,-3,0,Fine,full,0
264386,1,2,-3,0,Fine,full,0
264387,1,3,-3,1,Coarse1,full,0
264388,1,4,-3,2,Coarse2,full,0
264389,1,5,-3,2,Coarse2,full,0
264390,1,6,-3,2,Coarse2,full,0
264391,1,7,-3,42,Coarse2,a,0
264417,1,-1,-3,0,Fine,full,0
264418,1,-2,-3,0,Fine,full,0
264419,1,-3,-3,0,Fine,full,0
264420,1,-4,-3,0,Fine,full,0
264421,1,-5,-3,0,Fine,full,0
264422,1,-6,-3,1,Coarse1,full,0
264423,1,-7,-3,2,Coarse2,full,0
264424,1,-8,-3,2,Coarse2,full,0
264425,1,-9,-3,2,Coarse2,full,0
264426,1,-10,-3,3042,Coarse2,a,3
264448,1,0,-4,0,Fine,full,0
264449,1,1,-4,0,Fine,full,0
264450,1,2,-4,1,Coarse1,full,0
264451,1,3,-4,2,Coarse2,full,0
264452,1,4,-4,2,Coarse2,full,0
264453,1,5,-4,2,Coarse2,full,0
264454,1,6,-4,12,Coarse2,b,0
264481,1,-1,-4,0,Fine,full,0
264482,1,-2,-4,0,Fine,full,0
264483,1,-3,-4,0,Fine,full,0
264484,1,-4,-4,0,Fine,full,0
264485,1,-5,-4,0,Fine,full,0
264486,1,-6,-4,1,Coarse1,full,0
264487,1,-7,-4,2,Coarse2,full,0
264488,1,-8,-4,2,Coarse2,full,0
264489,1,-9,-4,2,Coarse2,full,0
264490,1,-10,-4,4012,Coarse2,b,4
264512,1,0,-5,1,Coarse1,full,0
264513,1,1,-5,2,Coarse2,full,0
264514,1,2,-5,2,Coarse2,full,0
264515,1,3,-5,2,Coarse2,full,0
264516,1,4,-5,2,Coarse2,full,0
264517,1,5,-5,5052,Coarse2,d,5
264545,1,-1,-5,0,Fine,full,0
264546,1,-2,-5,0,Fine,full,0
264547,1,-3,-5,0,Fine,full,0
264548,1,-4,-5,0,Fine,full,0
264549,1,-5,-5,1,Coarse1,full,0
264550,1,-6,-5,2,Coarse2,full,0
264551,1,-7,-5,2,Coarse2,full,0
264552,1,-8,-5,2,Coarse2,full,0
264553,1,-9,-5,2,Coarse2,full,0
264554,1,-10,-5,3052,Coarse2,d,3
264576,1,0,-6,2,Coarse2,full,0
264577,1,1,-6,2,Coarse2,full,0
264578,1,2,-6,2,Coarse2,full,0
264579,1,3,-6,2,Coarse2,full,0
264580,1,4,-6,12,Coarse2,b,0
264609,1,-1,-6,2,Coarse2,full,0
264610,1,-2,-6,1,Coarse1,full,0
264611,1,-3,-6,1,Coarse1,full,0
264612,1,-4,-6,1,Coarse1,full,0
264613,1,-5,-6,2,Coarse2,full,0
264614,1,-6,-6,2,Coarse2,full,0
264615,1,-7,-6,2,Coarse2,full,0
264616,1,-8,-6,2,Coarse2,full,0
264617,1,-9,-6,2,Coarse2,full,0
264618,1,-10,-6,4012,Coarse2,b,4
264640,1,0,-7,2,Coarse2,full,0
264641,1,1,-7,2,Coarse2,full,0
264642,1,2,-7,2,Coarse2,full,0
264643,1,3,-7,5042,Coarse2,a,5
264673,1,-1,-7,2,Coarse2,full,0
264674,1,-2,-7,2,Coarse2,full,0
264675,1,-3,-7,2,Coarse2,full,0
264676,1,-4,-7,2,Coarse2,full,0
264677,1,-5,-7,2,Coarse2,full,0
264678,1,-6,-7,2,Coarse2,full,0
264679,1,-7,-7,2,Coarse2,full,0
264680,1,-8,-7,2,Coarse2,full,0
264681,1,-9,-7,2,Coarse2,full,0
264682,1,-10,-7,4042,Coarse2,a,4
264704,1,0,-8,2,Coarse2,full,0
264705,1,1,-8,2,Coarse2,full,0
264706,1,2,-8,5072,Coarse2,c,5
264737,1,-1,-8,2,Coarse2,full,0
264738,1,-2,-8,2,Coarse2,full,0
264739,1,-3,-8,2,Coarse2,full,0
264740,1,-4,-8,2,Coarse2,full,0
264741,1,-5,-8,2,Coarse2,full,0
264742,1,-6,-8,2,Coarse2,full,0
264743,1,-7,-8,2,Coarse2,full,0
264744,1,-8,-8,2,Coarse2,full,0
264745,1,-9,-8,5012,Coarse2,b,5
264746,1,-10,-8,3072,Coarse2,c,3
264768,1,0,-9,4072,Coarse2,c,4
264801,1,-1,-9,12,Coarse2,b,0
264802,1,-2,-9,2,Coarse2,full,0
264803,1,-3,-9,2,Coarse2,full,0
264804,1,-4,-9,2,Coarse2,full,0
264805,1,-5,-9,2,Coarse2,full,0
264806,1,-6,-9,2,Coarse2,full,0
264807,1,-7,-9,2,Coarse2,full,0
264808,1,-8,-9,2,Coarse2,full,0
264809,1,-9,-9,3072,Coarse2,c,3
264866,1,-2,-10,4072,Coarse2,c,4
264867,1,-3,-10,5042,Coarse2,a,5
264868,1,-4,-10,5012,Coarse2,b,5
264869,1,-5,-10,4052,Coarse2,d,4
264870,1,-6,-10,5012,Coarse2,b,5
264871,1,-7,-10,4042,Coarse2,a,4
264872,1,-8,-10,4072,Coarse2,c,4
524290,2,2,0,3030,Fine,gm,3
524291,2,3,0,0,Fine,full,0
524292,2,4,0,0,Fine,full,0
524293,2,5,0,1,Coarse1,full,0
524294,2,6,0,2,Coarse2,full,0
524295,2,7,0,2,Coarse2,full,0
524296,2,8,0,2,Coarse2,full,0
524322,2,-2,0,30,Fine,gm,0
524323,2,-3,0,0,Fine,full,0
524324,2,-4,0,0,Fine,full,0
524325,2,-5,0,1,Coarse1,full,0
524326,2,-6,0,2,Coarse2,full,0
524327,2,-7,0,2,Coarse2,full,0
524328,2,-8,0,2,Coarse2,full,0
524354,2,2,1,3060,Fine,dm,3
524355,2,3,1,0,Fine,full,0
524356,2,4,1,0,Fine,full,0
524357,2,5,1,0,Fine,full,0
524358,2,6,1,2,Coarse2,full,0
524359,2,7,1,2,Coarse2,full,0
524360,2,8,1,2,Coarse2,full,0
524361,2,9,1,42,Coarse2,a,0
524385,2,-1,1,5060,Fine,dm,5
524386,2,-2,1,0,Fine,full,0
524387,2,-3,1,0,Fine,full,0
524388,2,-4,1,0,Fine,full,0
524389,2,-5,1,2,Coarse2,full,0
524390,2,-6,1,2,Coarse2,full,0
524391,2,-7,1,2,Coarse2,full,0
524392,2,-8,1,3042,Coarse2,a,3
524416,2,0,2,5030,Fine,gm,5
524417,2,1,2,4060,Fine,dm,4
524418,2,2,2,4030,Fine,gm,4
524419,2,3,2,0,Fine,full,0
524420,2,4,2,0,Fine,full,0
524421,2,5,2,0,Fine,full,0
524422,2,6,2,1,Coarse1,full,0
524423,2,7,2,2,Coarse2,full,0
524424,2,8,2,2,Coarse2,full,0
524425,2,9,2,2,Coarse2,full,0
524449,2,-1,2,0,Fine,full,0
524450,2,-2,2,0,Fine,full,0
524451,2,-3,2,0,Fine,full,0
524452,2,-4,2,1,Coarse1,full,0
524453,2,-5,2,2,Coarse2,full,0
524454,2,-6,2,2,Coarse2,full,0
524455,2,-7,2,2,Coarse2,full,0
524480,2,0,3,0,Fine,full,0
524481,2,1,3,0,Fine,full,0
524482,2,2,3,0,Fine,full,0
524483,2,3,3,0,Fine,full,0
524484,2,4,3,0,Fine,full,0
524485,2,5,3,0,Fine,full,0
524486,2,6,3,1,Coarse1,full,0
524487,2,7,3,2,Coarse2,full,0
524488,2,8,3,2,Coarse2,full,0
524489,2,9,3,2,Coarse2,full,0
524513,2,-1,3,0,Fine,full,0
524514,2,-2,3,0,Fine,full,0
524515,2,-3,3,1,Coarse1,full,0
524516,2,-4,3,2,Coarse2,full,0
524517,2,-5,3,2,Coarse2,full,0
524518,2,-6,3,2,Coarse2,full,0
524544,2,0,4,0,Fine,full,0
524545,2,1,4,0,Fine,full,0
524546,2,2,4,0,Fine,full,0
524547,2,3,4,0,Fine,full,0
524548,2,4,4,0,Fine,full,0
524549,2,5,4,0,Fine,full,0
524550,2,6,4,1,Coarse1,full,0
524551,2,7,4,2,Coarse2,full,0
524552,2,8,4,2,Coarse2,full,0
524553,2,9,4,2,Coarse2,full,0
524554,2,10,4,72,Coarse2,c,0
524577,2,-1,4,0,Fine,full,0
524578,2,-2,4,1,Coarse1,full,0
524579,2,-3,4,2,Coarse2,full,0
524580,2,-4,4,2,Coarse2,full,0
524581,2,-5,4,2,Coarse2,full,0
524582,2,-6,4,2072,Coarse2,c,2
524608,2,0,5,1,Coarse1,full,0
524609,2,1,5,0,Fine,full,0
524610,2,2,5,0,Fine,full,0
524611,2,3,5,0,Fine,full,0
524612,2,4,5,0,Fine,full,0
524613,2,5,5,1,Coarse1,full,0
524614,2,6,5,2,Coarse2,full,0
524615,2,7,5,2,Coarse2,full,0
524616,2,8,5,2,Coarse2,full,0
524617,2,9,5,2,Coarse2,full,0
524618,2,10,5,72,Coarse2,c,0
524641,2,-1,5,2,Coarse2,full,0
524642,2,-2,5,2,Coarse2,full,0
524643,2,-3,5,2,Coarse2,full,0
524644,2,-4,5,2,Coarse2,full,0
524645,2,-5,5,2072,Coarse2,c,2
524672,2,0,6,2,Coarse2,full,0
524673,2,1,6,2,Coarse2,full,0
524674,2,2,6,1,Coarse1,full,0
524675,2,3,6,1,Coarse1,full,0
524676,2,4,6,1,Coarse1,full,0
524677,2,5,6,2,Coarse2,full,0
524678,2,6,6,2,Coarse2,full,0
524679,2,7,6,2,Coarse2,full,0
524680,2,8,6,2,Coarse2,full,0
524681,2,9,6,2,Coarse2,full,0
524682,2,10,6,72,Coarse2,c,0
524705,2,-1,6,2,Coarse2,full,0
524706,2,-2,6,2,Coarse2,full,0
524707,2,-3,6,2,Coarse2,full,0
524708,2,-4,6,2072,Coarse2,c,2
524736,2,0,7,2,Coarse2,full,0
524737,2,1,7,2,Coarse2,full,0
524738,2,2,7,2,Coarse2,full,0
524739,2,3,7,2,Coarse2,full,0
524740,2,4,7,2,Coarse2,full,0
524741,2,5,7,2,Coarse2,full,0
524742,2,6,7,2,Coarse2,full,0
524743,2,7,7,2,Coarse2,full,0
524744,2,8,7,2,Coarse2,full,0
524745,2,9,7,2,Coarse2,full,0
524769,2,-1,7,2,Coarse2,full,0
524770,2,-2,7,2,Coarse2,full,0
524800,2,0,8,2,Coarse2,full,0
524801,2,1,8,2,Coarse2,full,0
524802,2,2,8,2,Coarse2,full,0
524803,2,3,8,2,Coarse2,full,0
524804,2,4,8,2,Coarse2,full,0
524805,2,5,8,2,Coarse2,full,0
524806,2,6,8,2,Coarse2,full,0
524807,2,7,8,2,Coarse2,full,0
524808,2,8,8,2,Coarse2,full,0
524809,2,9,8,1042,Coarse2,a,1
524833,2,-1,8,2042,Coarse2,a,2
524865,2,1,9,2042,Coarse2,a,2
524866,2,2,9,2,Coarse2,full,0
524867,2,3,9,2,Coarse2,full,0
524868,2,4,9,2,Coarse2,full,0
524869,2,5,9,2,Coarse2,full,0
524870,2,6,9,2,Coarse2,full,0
524871,2,7,9,2,Coarse2,full,0
524872,2,8,9,1042,Coarse2,a,1
524932,2,4,10,1072,Coarse2,c,1
524933,2,5,10,1072,Coarse2,c,1
524934,2,6,10,1072,Coarse2,c,1
526401,2,1,-1,2060,Fine,dm,2
526402,2,2,-1,0,Fine,full,0
526403,2,3,-1,0,Fine,full,0
526404,2,4,-1,0,Fine,full,0
526405,2,5,-1,2,Coarse2,full,0
526406,2,6,-1,2,Coarse2,full,0
526407,2,7,-1,2,Coarse2,full,0
526408,2,8,-1,42,Coarse2,a,0
526434,2,-2,-1,60,Fine,dm,0
526435,2,-3,-1,0,Fine,full,0
526436,2,-4,-1,0,Fine,full,0
526437,2,-5,-1,0,Fine,full,0
526438,2,-6,-1,2,Coarse2,full,0
526439,2,-7,-1,2,Coarse2,full,0
526440,2,-8,-1,2,Coarse2,full,0
526441,2,-9,-1,3042,Coarse2,a,3
526464,2,0,-2,2030,Fine,gm,2
526465,2,1,-2,0,Fine,full,0
526466,2,2,-2,0,Fine,full,0
526467,2,3,-2,0,Fine,full,0
526468,2,4,-2,1,Coarse1,full,0
526469,2,5,-2,2,Coarse2,full,0
526470,2,6,-2,2,Coarse2,full,0
526471,2,7,-2,2,Coarse2,full,0
526497,2,-1,-2,1060,Fine,dm,1
526498,2,-2,-2,1030,Fine,gm,1
526499,2,-3,-2,0,Fine,full,0
526500,2,-4,-2,0,Fine,full,0
526501,2,-5,-2,0,Fine,full,0
526502,2,-6,-2,1,Coarse1,full,0
526503,2,-7,-2,2,Coarse2,full,0
526504,2,-8,-2,2,Coarse2,full,0
526505,2,-9,-2,2,Coarse2,full,0
526528,2,0,-3,0,Fine,full,0
526529,2,1,-3,0,Fine,full,0
526530,2,2,-3,0,Fine,full,0
526531,2,3,-3,1,Coarse1,full,0
526532,2,4,-3,2,Coarse2,full,0
526533,2,5,-3,2,Coarse2,full,0
526534,2,6,-3,2,Coarse2,full,0
526561,2,-1,-3,0,Fine,full,0
526562,2,-2,-3,0,Fine,full,0
526563,2,-3,-3,0,Fine,full,0
526564,2,-4,-3,0,Fine,full,0
526565,2,-5,-3,0,Fine,full,0
526566,2,-6,-3,1,Coarse1,full,0
526567,2,-7,-3,2,Coarse2,full,0
526568,2,-8,-3,2,Coarse2,full,0
526569,2,-9,-3,2,Coarse2,full,0
526592,2,0,-4,0,Fine,full,0
526593,2,1,-4,0,Fine,full,0
526594,2,2,-4,1,Coarse1,full,0
526595,2,3,-4,2,Coarse2,full,0
526596,2,4,-4,2,Coarse2,full,0
526597,2,5,-4,2,Coarse2,full,0
526598,2,6,-4,5072,Coarse2,c,5
526625,2,-1,-4,0,Fine,full,0
526626,2,-2,-4,0,Fine,full,0
526627,2,-3,-4,0,Fine,full,0
526628,2,-4,-4,0,Fine,full,0
526629,2,-5,-4,0,Fine,full,0
526630,2,-6,-4,1,Coarse1,full,0
526631,2,-7,-4,2,Coarse2,full,0
526632,2,-8,-4,2,Coarse2,full,0
526633,2,-9,-4,2,Coarse2,full,0
526634,2,-10,-4,3072,Coarse2,c,3
526656,2,0,-5,1,Coarse1,full,0
526657,2,1,-5,2,Coarse2,full,0
526658,2,2,-5,2,Coarse2,full,0
526659,2,3,-5,2,Coarse2,full,0
526660,2,4,-5,2,Coarse2,full,0
526661,2,5,-5,5072,Coarse2,c,5
526689,2,-1,-5,0,Fine,full,0
526690,2,-2,-5,0,Fine,full,0
526691,2,-3,-5,0,Fine,full,0
526692,2,-4,-5,0,Fine,full,0
526693,2,-5,-5,1,Coarse1,full,0
526694,2,-6,-5,2,Coarse2,full,0
526695,2,-7,-5,2,Coarse2,full,0
526696,2,-8,-5,2,Coarse2,full,0
526697,2,-9,-5,2,Coarse2,full,0
526698,2,-10,-5,3072,Coarse2,c,3
526720,2,0,-6,2,Coarse2,full,0
526721,2,1,-6,2,Coarse2,full,0
526722,2,2,-6,2,Coarse2,full,0
526723,2,3,-6,2,Coarse2,full,0
526724,2,4,-6,5072,Coarse2,c,5
526753,2,-1,-6,2,Coarse2,full,0
526754,2,-2,-6,1,Coarse1,full,0
526755,2,-3,-6,1,Coarse1,full,0
526756,2,-4,-6,1,Coarse1,full,0
526757,2,-5,-6,2,Coarse2,full,0
526758,2,-6,-6,2,Coarse2,full,0
526759,2,-7,-6,2,Coarse2,full,0
526760,2,-8,-6,2,Coarse2,full,0
526761,2,-9,-6,2,Coarse2,full,0
526762,2,-10,-6,3072,Coarse2,c,3
526784,2,0,-7,2,Coarse2,full,0
526785,2,1,-7,2,Coarse2,full,0
526786,2,2,-7,2,Coarse2,full,0
526817,2,-1,-7,2,Coarse2,full,0
526818,2,-2,-7,2,Coarse2,full,0
526819,2,-3,-7,2,Coarse2,full,0
526820,2,-4,-7,2,Coarse2,full,0
526821,2,-5,-7,2,Coarse2,full,0
526822,2,-6,-7,2,Coarse2,full,0
526823,2,-7,-7,2,Coarse2,full,0
526824,2,-8,-7,2,Coarse2,full,0
526825,2,-9,-7,2,Coarse2,full,0
526848,2,0,-8,2,Coarse2,full,0
526849,2,1,-8,5042,Coarse2,a,5
526881,2,-1,-8,2,Coarse2,full,0
526882,2,-2,-8,2,Coarse2,full,0
526883,2,-3,-8,2,Coarse2,full,0
526884,2,-4,-8,2,Coarse2,full,0
526885,2,-5,-8,2,Coarse2,full,0
526886,2,-6,-8,2,Coarse2,full,0
526887,2,-7,-8,2,Coarse2,full,0
526888,2,-8,-8,2,Coarse2,full,0
526889,2,-9,-8,4042,Coarse2,a,4
526945,2,-1,-9,5042,Coarse2,a,5
526946,2,-2,-9,2,Coarse2,full,0
526947,2,-3,-9,2,Coarse2,full,0
526948,2,-4,-9,2,Coarse2,full,0
526949,2,-5,-9,2,Coarse2,full,0
526950,2,-6,-9,2,Coarse2,full,0
526951,2,-7,-9,2,Coarse2,full,0
526952,2,-8,-9,4042,Coarse2,a,4
527012,2,-4,-10,4072,Coarse2,c,4
527013,2,-5,-10,4072,Coarse2,c,4
527014,2,-6,-10,4072,Coarse2,c,4
786434,3,2,0,3030,Fine,gm,3
786435,3,3,0,0,Fine,full,0
786436,3,4,0,0,Fine,full,0
786437,3,5,0,1,Coarse1,full,0
786438,3,6,0,2,Coarse2,full,0
786439,3,7,0,2,Coarse2,full,0
786440,3,8,0,2,Coarse2,full,0
786441,3,9,0,5072,Coarse2,c,5
786466,3,-2,0,30,Fine,gm,0
786467,3,-3,0,0,Fine,full,0
786468,3,-4,0,0,Fine,full,0
786469,3,-5,0,1,Coarse1,full,0
786470,3,-6,0,2,Coarse2,full,0
786471,3,-7,0,2,Coarse2,full,0
786472,3,-8,0,2,Coarse2,full,0
786473,3,-9,0,2072,Coarse2,c,2
786498,3,2,1,3060,Fine,dm,3
786499,3,3,1,0,Fine,full,0
786500,3,4,1,0,Fine,full,0
786501,3,5,1,0,Fine,full,0
786502,3,6,1,1,Coarse1,full,0
786503,3,7,1,2,Coarse2,full,0
786504,3,8,1,2,Coarse2,full,0
786505,3,9,1,2,Coarse2,full,0
786529,3,-1,1,5060,Fine,dm,5
786530,3,-2,1,0,Fine,full,0
786531,3,-3,1,0,Fine,full,0
786532,3,-4,1,0,Fine,full,0
786533,3,-5,1,1,Coarse1,full,0
786534,3,-6,1,2,Coarse2,full,0
786535,3,-7,1,2,Coarse2,full,0
786536,3,-8,1,4012,Coarse2,b,4
786560,3,0,2,5030,Fine,gm,5
786561,3,1,2,4060,Fine,dm,4
786562,3,2,2,4030,Fine,gm,4
786563,3,3,2,0,Fine,full,0
786564,3,4,2,0,Fine,full,0
786565,3,5,2,0,Fine,full,0
786566,3,6,2,1,Coarse1,full,0
786567,3,7,2,2,Coarse2,full,0
786568,3,8,2,2,Coarse2,full,0
786569,3,9,2,2,Coarse2,full,0
786570,3,10,2,72,Coarse2,c,0
786593,3,-1,2,0,Fine,full,0
786594,3,-2,2,0,Fine,full,0
786595,3,-3,2,0,Fine,full,0
786596,3,-4,2,1,Coarse1,full,0
786597,3,-5,2,2,Coarse2,full,0
786598,3,-6,2,2,Coarse2,full,0
786599,3,-7,2,2,Coarse2,full,0
786600,3,-8,2,2072,Coarse2,c,2
786624,3,0,3,0,Fine,full,0
786625,3,1,3,0,Fine,full,0
786626,3,2,3,0,Fine,full,0
786627,3,3,3,0,Fine,full,0
786628,3,4,3,0,Fine,full,0
786629,3,5,3,0,Fine,full,0
786630,3,6,3,1,Coarse1,full,0
786631,3,7,3,2,Coarse2,full,0
786632,3,8,3,2,Coarse2,full,0
786633,3,9,3,2,Coarse2,full,0
786634,3,10,3,42,Coarse2,a,0
786657,3,-1,3,0,Fine,full,0
786658,3,-2,3,0,Fine,full,0
786659,3,-3,3,1,Coarse1,full,0
786660,3,-4,3,2,Coarse2,full,0
786661,3,-5,3,2,Coarse2,full,0
786662,3,-6,3,2,Coarse2,full,0
