524481,2,1,3,20000,Fine,full,0,2
524482,2,2,3,20000,Fine,full,0,2
524483,2,3,3,21000,Fine,full,1,2
524484,2,4,3,11000,Fine,full,1,1
524485,2,5,3,11000,Fine,full,1,1
524486,2,6,3,14001,Coarse1,full,4,1
524487,2,7,3,12002,Coarse2,full,2,1
524488,2,8,3,12002,Coarse2,full,2,1
524489,2,9,3,12002,Coarse2,full,2,1
524513,2,-1,3,30000,Fine,full,0,3
524514,2,-2,3,30000,Fine,full,0,3
524515,2,-3,3,32001,Coarse1,full,2,3
524516,2,-4,3,32002,Coarse2,full,2,3
524517,2,-5,3,32002,Coarse2,full,2,3
524518,2,-6,3,32002,Coarse2,full,2,3
524544,2,0,4,30000,Fine,full,0,3
524545,2,1,4,20000,Fine,full,0,2
524546,2,2,4,20000,Fine,full,0,2
524547,2,3,4,21000,Fine,full,1,2
524548,2,4,4,21000,Fine,full,1,2
524549,2,5,4,11000,Fine,full,1,1
524550,2,6,4,14001,Coarse1,full,4,1
524551,2,7,4,14002,Coarse2,full,4,1
524552,2,8,4,14002,Coarse2,full,4,1
524553,2,9,4,14002,Coarse2,full,4,1
524554,2,10,4,13162,Coarse2,LD6,3,1
524577,2,-1,4,30000,Fine,full,0,3
524578,2,-2,4,30001,Coarse1,full,0,3
524579,2,-3,4,30002,Coarse2,full,0,3
524580,2,-4,4,32002,Coarse2,full,2,3
524581,2,-5,4,32002,Coarse2,full,2,3
524582,2,-6,4,31162,Coarse2,LD6,1,3
524608,2,0,5,30001,Coarse1,full,0,3
524609,2,1,5,20000,Fine,full,0,2
524610,2,2,5,20000,Fine,full,0,2
524611,2,3,5,21000,Fine,full,1,2
524612,2,4,5,21000,Fine,full,1,2
524613,2,5,5,21001,Coarse1,full,1,2
524614,2,6,5,14002,Coarse2,full,4,1
524615,2,7,5,14002,Coarse2,full,4,1
524616,2,8,5,14002,Coarse2,full,4,1
524617,2,9,5,14002,Coarse2,full,4,1
524618,2,10,5,13162,Coarse2,LD6,3,1
524641,2,-1,5,30002,Coarse2,full,0,3
524642,2,-2,5,30002,Coarse2,full,0,3
524643,2,-3,5,30002,Coarse2,full,0,3
524644,2,-4,5,32002,Coarse2,full,2,3
524645,2,-5,5,31162,Coarse2,LD6,1,3
524672,2,0,6,30002,Coarse2,full,0,3
524673,2,1,6,23002,Coarse2,full,3,2
524674,2,2,6,23001,Coarse1,full,3,2
524675,2,3,6,23001,Coarse1,full,3,2
524676,2,4,6,21001,Coarse1,full,1,2
524677,2,5,6,21002,Coarse2,full,1,2
524678,2,6,6,21002,Coarse2,full,1,2
524679,2,7,6,14002,Coarse2,full,4,1
524680,2,8,6,14002,Coarse2,full,4,1
524681,2,9,6,14002,Coarse2,full,4,1
524682,2,10,6,13162,Coarse2,LD6,3,1
524705,2,-1,6,30002,Coarse2,full,0,3
524706,2,-2,6,30002,Coarse2,full,0,3
524707,2,-3,6,30002,Coarse2,full,0,3
524708,2,-4,6,31162,Coarse2,LD6,1,3
524736,2,0,7,30002,Coarse2,full,0,3
524737,2,1,7,23002,Coarse2,full,3,2
524738,2,2,7,23002,Coarse2,full,3,2
524739,2,3,7,23002,Coarse2,full,3,2
524740,2,4,7,21002,Coarse2,full,1,2
524741,2,5,7,21002,Coarse2,full,1,2
524742,2,6,7,21002,Coarse2,full,1,2
524743,2,7,7,21002,Coarse2,full,1,2
524744,2,8,7,14002,Coarse2,full,4,1
524745,2,9,7,14002,Coarse2,full,4,1
524769,2,-1,7,30002,Coarse2,full,0,3
524770,2,-2,7,30002,Coarse2,full,0,3
524800,2,0,8,30002,Coarse2,full,0,3
524801,2,1,8,23002,Coarse2,full,3,2
